feat_name,obj_id,time,feat_start,feat_end,vel,vel_err,vel_samperr,pew,pew_err,pew_samperr,area,area_err,area_samperr,spec_flag,feat_flag,notes,phase,spec_type,RA,DEC,Nsearchepoch,IAUName,Classification,Peakrmag,MJDatPeakrmag,NepochSNR5,nSNspec,nGALspec,zspecHelio,zspecerrHelio,zCMB,zerrCMB,x0SALT2zspec,x0errSALT2zspec,x1SALT2zspec,x1errSALT2zspec,cSALT2zspec,cerrSALT2zspec,PeakMJDSALT2zspec,PeakMJDderrSALT2zspec,muSALT2zspec,muerrSALT2zspec,fitprobSALT2zspec,chi2SALT2zspec,ndofSALT2zspec,deltaMLCS2k2zspec,deltaerrMLCS2k2zspec,avMLCS2k2zspec,averrMLCS2k2zspec,PeakMJDMLCS2k2zspec,PeakMJDerrMLCS2k2zspec,muMLCS2k2zspec,muerrMLCS2k2zspec,fitprobMLCS2k2zspec,chi2MLCS2k2zspec,ndofMLCS2k2zspec,PIaPSNIDzspec,logprobIaPSNIDzspec,lcqualityIaPSNIDzspec,PIbcPSNIDzspec,logprobIbcPSNIDzspec,lcqualityIbcPSNIDzspec,PIIPSNIDzspec,logprobIIPSNIDzspec,lcqualityIIPSNIDzspec,NnnPSNIDzspec,PnnIaPSNIDzspec,PnnIbcPSNIDzspec,PnnIIPSNIDzspec,zPSNIDzspec,zerrPSNIDzspec,dm15PSNIDzspec,dm15errPSNIDzspec,avPSNIDzspec,averrPSNIDzspec,PeakMJDPSNIDzspec,PeakMJDerrPSNIDzspec,SNIbctypePSNIDzspec,SNIItypePSNIDzspec,x0SALT2flat,x0errSALT2flat,x1SALT2flat,x1errSALT2flat,cSALT2flat,cerrSALT2flat,PeakMJDSALT2flat,PeakMJDerrSALT2flat,zphotSALT2flat,zphoterrSALT2flat,fitprobSALT2flat,chi2SALT2flat,ndofSALT2flat,PIaPSNIDflat,logprobIaPSNIDflat,lcqualityIaPSNIDflat,PIbcPSNIDflat,logprobIbcPSNIDflat,lcqualityIbcPSNIDflat,PIIPSNIDflat,logprobIIPSNIDflat,lcqualityIIPSNIDflat,NnnPSNIDflat,PnnIaPSNIDflat,PnnIbcPSNIDflat,PnnIIPSNIDflat,zPSNIDflat,zerrPSNIDflat,dm15PSNIDflat,dm15errPSNIDflat,avPSNIDflat,averrPSNIDflat,PeakMJDPSNIDflat,PeakMJDerrPSNIDflat,SNIbctypePSNIDflat,SNIItypePSNIDflat,objIDHost,RAhost,DEChost,separationhost,DLRhost,zphothost,zphoterrhost,zphotRFhost,zphotRFerrhost,dereduhost,erruhost,deredghost,errghost,deredrhost,errrhost,deredihost,errihost,deredzhost,errzhost,logMassFSPS,logMassloFSPS,logMasshiFSPS,logSSFRFSPS,logSSFRloFSPS,logSSFRhiFSPS,ageFSPS,ageloFSPS,agehiFSPS,minredchi2FSPS,logMassPEGASE,logMassloPEGASE,logMasshiPEGASE,logSFRPEGASE,logSFRloPEGASE,logSFRhiPEGASE,agePEGASE,ageloPEGASE,agehiPEGASE,minchi2PEGASE,Notes,delta_t,is_peak,branch_type,arcmin,kpc
pW1,13135,2454006.5,3527.6026296608757,3927.995527649583,15784.076971747743,0.0,109.28007798527477,141.06859712842913,0.0,3.319548050341457,1.7572473674712275e-14,0.0,6.552722689301348e-16,0,0,,2.2999999998137355,unknown,4.172286,-0.42454,33,2006fz,SNIa,19.3,54005.3,38,9,5,0.104671,3e-05,0.10337,3e-05,0.000413,9.79e-06,-1.36,0.08,-0.06,0.02,54003.7,0.08,38.39,0.18,0.991,84.86,118.0,0.36,0.06,-0.01,0.05,54003.6,0.12,38.56,0.05,0.849,174.7,195.0,1.0,-0.0013,63.0,0.0,-107.0,2.0,0.0,-257.0,63.0,49.0,0.959,0.0,0.041,0.1038,0.0,1.3,0.04,0.04,0.06,54002.7,0.19,306.0,301.0,0.000397,9.57e-06,-1.33,0.1,-0.07,0.02,54003.7,0.07,0.1121,0.05,0.377,144.65,140.0,1.0,-0.0,63.0,0.0,-72.2,2.0,0.0,-111.0,63.0,55.0,0.964,0.0,0.036,0.1006,0.0122,1.31,0.04,0.06,0.09,54002.68,0.2,307.0,301.0,1.2376571903701814e+18,4.174373,-0.425159,7.84,6.57,0.1142,0.0136,0.1136,0.0213,19.559,0.064,17.661,0.007,16.652,0.005,16.198,0.005,15.833,0.009,11.13,11.06,11.22,-15.04,-43.95,-11.75,7.93,5.61,9.93,0.09,10.99,10.96,11.17,,-99.0,-99.0,6.65,5.87,11.7,15.36,,2.2999999998137355,True,CL,0.13066666666666665,159.6409408697092
pW5,2635,2453638.5,5191.939427427144,5530.313538513984,10245.774481932169,0.0,494.8030259193551,90.90249692496857,0.0,6.927210445455684,7.154062274030196e-15,0.0,7.111818983296615e-16,0,0,,-2.2999999998137355,unknown,52.704308,-1.238076,20,2005fw,SNIa,19.9,53638.5,21,2,2,0.1437,0.0005,0.143104,0.0005,0.000274,1.53e-05,0.88,0.15,-0.05,0.03,53640.3,0.18,39.23,0.18,0.746,67.49,76.0,-0.35,0.05,0.07,0.07,53638.8,0.21,39.53,0.08,0.999,56.32,95.0,1.0,-0.0146,63.0,0.0,-39.7,2.0,0.0,-130.0,63.0,174.0,0.954,0.0,0.046,0.1428,0.0,0.92,0.03,0.04,0.07,53639.94,0.32,306.0,301.0,0.000259,1.59e-05,0.89,0.15,-0.03,0.03,53640.0,0.02,0.1206,0.0017,0.915,74.96,93.0,1.0,-0.01,63.0,0.0,-33.9,2.0,0.0,-28.3,63.0,181.0,0.995,0.0,0.005,0.1079,0.0179,0.93,0.03,0.16,0.11,53639.65,0.35,306.0,301.0,1.237663237129503e+18,52.704029,-1.237617,1.93,1.29,0.0837,0.0214,0.0784,0.0249,20.357,0.117,19.196,0.02,18.726,0.017,18.417,0.019,18.319,0.056,9.97,9.93,10.03,-10.14,-10.32,-10.06,3.42,2.74,5.23,0.88,9.93,9.91,9.96,0.87,0.86,0.88,0.23,0.21,0.24,1.71,,2.2999999998137355,True,CL,0.03216666666666666,40.18450761598489
pW6,2635,2453638.5,5589.728264657712,5884.628185883279,9288.989535854464,0.0,974.6594123486607,34.761930166345905,0.0,7.371672922915174,2.503531343266652e-15,0.0,5.923674203499767e-16,0,0,,-2.2999999998137355,unknown,52.704308,-1.238076,20,2005fw,SNIa,19.9,53638.5,21,2,2,0.1437,0.0005,0.143104,0.0005,0.000274,1.53e-05,0.88,0.15,-0.05,0.03,53640.3,0.18,39.23,0.18,0.746,67.49,76.0,-0.35,0.05,0.07,0.07,53638.8,0.21,39.53,0.08,0.999,56.32,95.0,1.0,-0.0146,63.0,0.0,-39.7,2.0,0.0,-130.0,63.0,174.0,0.954,0.0,0.046,0.1428,0.0,0.92,0.03,0.04,0.07,53639.94,0.32,306.0,301.0,0.000259,1.59e-05,0.89,0.15,-0.03,0.03,53640.0,0.02,0.1206,0.0017,0.915,74.96,93.0,1.0,-0.01,63.0,0.0,-33.9,2.0,0.0,-28.3,63.0,181.0,0.995,0.0,0.005,0.1079,0.0179,0.93,0.03,0.16,0.11,53639.65,0.35,306.0,301.0,1.237663237129503e+18,52.704029,-1.237617,1.93,1.29,0.0837,0.0214,0.0784,0.0249,20.357,0.117,19.196,0.02,18.726,0.017,18.417,0.019,18.319,0.056,9.97,9.93,10.03,-10.14,-10.32,-10.06,3.42,2.74,5.23,0.88,9.93,9.91,9.96,0.87,0.86,0.88,0.23,0.21,0.24,1.71,,2.2999999998137355,True,CL,0.03216666666666666,40.18450761598489
pW7,2635,2453638.5,5881.00533672818,6449.068084248694,11336.670739876236,0.0,100.01942436569784,130.55268429545592,0.0,15.369268568102903,7.955635577058163e-15,0.0,1.2465002387860342e-15,0,0,,-2.2999999998137355,unknown,52.704308,-1.238076,20,2005fw,SNIa,19.9,53638.5,21,2,2,0.1437,0.0005,0.143104,0.0005,0.000274,1.53e-05,0.88,0.15,-0.05,0.03,53640.3,0.18,39.23,0.18,0.746,67.49,76.0,-0.35,0.05,0.07,0.07,53638.8,0.21,39.53,0.08,0.999,56.32,95.0,1.0,-0.0146,63.0,0.0,-39.7,2.0,0.0,-130.0,63.0,174.0,0.954,0.0,0.046,0.1428,0.0,0.92,0.03,0.04,0.07,53639.94,0.32,306.0,301.0,0.000259,1.59e-05,0.89,0.15,-0.03,0.03,53640.0,0.02,0.1206,0.0017,0.915,74.96,93.0,1.0,-0.01,63.0,0.0,-33.9,2.0,0.0,-28.3,63.0,181.0,0.995,0.0,0.005,0.1079,0.0179,0.93,0.03,0.16,0.11,53639.65,0.35,306.0,301.0,1.237663237129503e+18,52.704029,-1.237617,1.93,1.29,0.0837,0.0214,0.0784,0.0249,20.357,0.117,19.196,0.02,18.726,0.017,18.417,0.019,18.319,0.056,9.97,9.93,10.03,-10.14,-10.32,-10.06,3.42,2.74,5.23,0.88,9.93,9.91,9.96,0.87,0.86,0.88,0.23,0.21,0.24,1.71,,2.2999999998137355,True,CL,0.03216666666666666,40.18450761598489
pW1,2635,2453638.5,3549.339620502395,3947.1284577329616,17747.839908143018,0.0,257.5093681383417,131.85199056747442,0.0,9.02599030642735,1.4548835562135185e-14,0.0,1.5335345081645888e-15,0,0,,-2.2999999998137355,unknown,52.704308,-1.238076,20,2005fw,SNIa,19.9,53638.5,21,2,2,0.1437,0.0005,0.143104,0.0005,0.000274,1.53e-05,0.88,0.15,-0.05,0.03,53640.3,0.18,39.23,0.18,0.746,67.49,76.0,-0.35,0.05,0.07,0.07,53638.8,0.21,39.53,0.08,0.999,56.32,95.0,1.0,-0.0146,63.0,0.0,-39.7,2.0,0.0,-130.0,63.0,174.0,0.954,0.0,0.046,0.1428,0.0,0.92,0.03,0.04,0.07,53639.94,0.32,306.0,301.0,0.000259,1.59e-05,0.89,0.15,-0.03,0.03,53640.0,0.02,0.1206,0.0017,0.915,74.96,93.0,1.0,-0.01,63.0,0.0,-33.9,2.0,0.0,-28.3,63.0,181.0,0.995,0.0,0.005,0.1079,0.0179,0.93,0.03,0.16,0.11,53639.65,0.35,306.0,301.0,1.237663237129503e+18,52.704029,-1.237617,1.93,1.29,0.0837,0.0214,0.0784,0.0249,20.357,0.117,19.196,0.02,18.726,0.017,18.417,0.019,18.319,0.056,9.97,9.93,10.03,-10.14,-10.32,-10.06,3.42,2.74,5.23,0.88,9.93,9.91,9.96,0.87,0.86,0.88,0.23,0.21,0.24,1.71,,2.2999999998137355,True,CL,0.03216666666666666,40.18450761598489
pW2,2635,2453638.5,3949.3021672260265,4049.2928039069316,10459.10399731598,0.0,515.1940978435995,10.952392031261592,0.0,2.194075320870562,1.4108620623189275e-15,0.0,3.11758653922558e-16,0,0,,-2.2999999998137355,unknown,52.704308,-1.238076,20,2005fw,SNIa,19.9,53638.5,21,2,2,0.1437,0.0005,0.143104,0.0005,0.000274,1.53e-05,0.88,0.15,-0.05,0.03,53640.3,0.18,39.23,0.18,0.746,67.49,76.0,-0.35,0.05,0.07,0.07,53638.8,0.21,39.53,0.08,0.999,56.32,95.0,1.0,-0.0146,63.0,0.0,-39.7,2.0,0.0,-130.0,63.0,174.0,0.954,0.0,0.046,0.1428,0.0,0.92,0.03,0.04,0.07,53639.94,0.32,306.0,301.0,0.000259,1.59e-05,0.89,0.15,-0.03,0.03,53640.0,0.02,0.1206,0.0017,0.915,74.96,93.0,1.0,-0.01,63.0,0.0,-33.9,2.0,0.0,-28.3,63.0,181.0,0.995,0.0,0.005,0.1079,0.0179,0.93,0.03,0.16,0.11,53639.65,0.35,306.0,301.0,1.237663237129503e+18,52.704029,-1.237617,1.93,1.29,0.0837,0.0214,0.0784,0.0249,20.357,0.117,19.196,0.02,18.726,0.017,18.417,0.019,18.319,0.056,9.97,9.93,10.03,-10.14,-10.32,-10.06,3.42,2.74,5.23,0.88,9.93,9.91,9.96,0.87,0.86,0.88,0.23,0.21,0.24,1.71,,2.2999999998137355,True,CL,0.03216666666666666,40.18450761598489
pW4,15132,2454024.5,4584.276783379032,5112.426448153537,17335.9187783017,0.0,391.3847390224897,99.83407167760012,0.0,6.806148480300712,7.639754131384603e-16,0.0,6.57061937781598e-17,0,0,,-2.3999999999068677,unknown,329.700233,0.197686,16,2006jt,SNIa,19.8,54028.2,15,2,1,0.154382,1.6e-05,0.153037,1.6e-05,0.000287,9.9e-06,1.06,0.17,-0.13,0.02,54026.4,0.02,39.44,0.18,0.802,52.43,62.0,-0.37,0.05,-0.09,0.06,54024.6,0.21,39.71,0.08,0.729,58.6,66.0,1.0,-0.0255,63.0,0.0,-72.5,2.0,0.0,-86.9,63.0,75.0,0.96,0.0,0.04,0.1535,0.0,0.92,0.03,-0.25,0.06,54025.8,0.29,306.0,301.0,0.000281,1.02e-05,0.99,0.2,-0.12,0.03,54026.2,1.14,0.1419,0.0283,0.646,72.76,78.0,1.0,-0.01,63.0,0.0,-44.0,2.0,0.0,-29.4,62.0,71.0,0.986,0.0,0.014,0.1177,0.0141,0.93,0.03,-0.12,0.09,54025.5,0.3,306.0,301.0,1.2376634792571704e+18,329.699951,0.19878,4.07,1.97,0.0475,0.0743,0.0458,0.0302,20.318,0.167,19.526,0.034,19.371,0.044,19.164,0.051,20.561,0.742,11.22,-99.0,9.51,-10.05,-10.05,-10.05,7.59,0.0,2.67,6.71,8.9,8.2,9.16,0.12,-0.42,0.43,0.1,0.01,0.23,6.62,,2.3999999999068677,True,CN,0.06783333333333334,84.0729241221441
pW1,15132,2454024.5,3608.783963244449,3936.291554179181,13737.590855880315,0.0,80.8976184739016,106.173045523873,0.0,2.5082951120709684,1.1912907231889382e-15,0.0,3.9601188793075183e-17,0,0,,-2.3999999999068677,unknown,329.700233,0.197686,16,2006jt,SNIa,19.8,54028.2,15,2,1,0.154382,1.6e-05,0.153037,1.6e-05,0.000287,9.9e-06,1.06,0.17,-0.13,0.02,54026.4,0.02,39.44,0.18,0.802,52.43,62.0,-0.37,0.05,-0.09,0.06,54024.6,0.21,39.71,0.08,0.729,58.6,66.0,1.0,-0.0255,63.0,0.0,-72.5,2.0,0.0,-86.9,63.0,75.0,0.96,0.0,0.04,0.1535,0.0,0.92,0.03,-0.25,0.06,54025.8,0.29,306.0,301.0,0.000281,1.02e-05,0.99,0.2,-0.12,0.03,54026.2,1.14,0.1419,0.0283,0.646,72.76,78.0,1.0,-0.01,63.0,0.0,-44.0,2.0,0.0,-29.4,62.0,71.0,0.986,0.0,0.014,0.1177,0.0141,0.93,0.03,-0.12,0.09,54025.5,0.3,306.0,301.0,1.2376634792571704e+18,329.699951,0.19878,4.07,1.97,0.0475,0.0743,0.0458,0.0302,20.318,0.167,19.526,0.034,19.371,0.044,19.164,0.051,20.561,0.742,11.22,-99.0,9.51,-10.05,-10.05,-10.05,7.59,0.0,2.67,6.71,8.9,8.2,9.16,0.12,-0.42,0.43,0.1,0.01,0.23,6.62,,2.3999999999068677,True,CN,0.06783333333333334,84.0729241221441
pW2,15132,2454024.5,3936.291554179181,4047.86870087645,10909.825605055026,0.0,255.73140539336958,3.5450711667064394,0.0,1.230430037809425,4.508515829504586e-17,0.0,1.608463814438082e-17,0,0,,-2.3999999999068677,unknown,329.700233,0.197686,16,2006jt,SNIa,19.8,54028.2,15,2,1,0.154382,1.6e-05,0.153037,1.6e-05,0.000287,9.9e-06,1.06,0.17,-0.13,0.02,54026.4,0.02,39.44,0.18,0.802,52.43,62.0,-0.37,0.05,-0.09,0.06,54024.6,0.21,39.71,0.08,0.729,58.6,66.0,1.0,-0.0255,63.0,0.0,-72.5,2.0,0.0,-86.9,63.0,75.0,0.96,0.0,0.04,0.1535,0.0,0.92,0.03,-0.25,0.06,54025.8,0.29,306.0,301.0,0.000281,1.02e-05,0.99,0.2,-0.12,0.03,54026.2,1.14,0.1419,0.0283,0.646,72.76,78.0,1.0,-0.01,63.0,0.0,-44.0,2.0,0.0,-29.4,62.0,71.0,0.986,0.0,0.014,0.1177,0.0141,0.93,0.03,-0.12,0.09,54025.5,0.3,306.0,301.0,1.2376634792571704e+18,329.699951,0.19878,4.07,1.97,0.0475,0.0743,0.0458,0.0302,20.318,0.167,19.526,0.034,19.371,0.044,19.164,0.051,20.561,0.742,11.22,-99.0,9.51,-10.05,-10.05,-10.05,7.59,0.0,2.67,6.71,8.9,8.2,9.16,0.12,-0.42,0.43,0.1,0.01,0.23,6.62,,2.3999999999068677,True,CN,0.06783333333333334,84.0729241221441
pW3,15132,2454024.5,4044.994197704384,4498.034927719362,12965.096148461498,0.0,174.96617028752055,84.9083837636813,0.0,4.222072137121041,9.201932431079413e-16,0.0,5.844895254303097e-17,0,0,,-2.3999999999068677,unknown,329.700233,0.197686,16,2006jt,SNIa,19.8,54028.2,15,2,1,0.154382,1.6e-05,0.153037,1.6e-05,0.000287,9.9e-06,1.06,0.17,-0.13,0.02,54026.4,0.02,39.44,0.18,0.802,52.43,62.0,-0.37,0.05,-0.09,0.06,54024.6,0.21,39.71,0.08,0.729,58.6,66.0,1.0,-0.0255,63.0,0.0,-72.5,2.0,0.0,-86.9,63.0,75.0,0.96,0.0,0.04,0.1535,0.0,0.92,0.03,-0.25,0.06,54025.8,0.29,306.0,301.0,0.000281,1.02e-05,0.99,0.2,-0.12,0.03,54026.2,1.14,0.1419,0.0283,0.646,72.76,78.0,1.0,-0.01,63.0,0.0,-44.0,2.0,0.0,-29.4,62.0,71.0,0.986,0.0,0.014,0.1177,0.0141,0.93,0.03,-0.12,0.09,54025.5,0.3,306.0,301.0,1.2376634792571704e+18,329.699951,0.19878,4.07,1.97,0.0475,0.0743,0.0458,0.0302,20.318,0.167,19.526,0.034,19.371,0.044,19.164,0.051,20.561,0.742,11.22,-99.0,9.51,-10.05,-10.05,-10.05,7.59,0.0,2.67,6.71,8.9,8.2,9.16,0.12,-0.42,0.43,0.1,0.01,0.23,6.62,,2.3999999999068677,True,CN,0.06783333333333334,84.0729241221441
pW6,19027,2454389.5,5641.543570932885,5883.19123624467,9201.11401617896,0.0,557.0968133597537,17.06271086927228,0.0,2.3903510815110818,0.17583310871462754,0.0,0.02661525377590016,0,0,,2.3999999999068677,unknown,328.884178,-0.371996,7,2007my,SNIa,21.3,54385.2,7,1,0,0.292633,1.3e-05,0.291136,1.3e-05,6.63e-05,4.42e-06,0.46,0.53,-0.0,0.05,54386.6,0.97,40.54,0.23,0.331,53.79,50.0,-0.12,0.16,0.27,0.14,54385.8,0.84,40.6,0.17,0.592,47.06,50.0,1.0,-0.222,55.0,0.0,-2.21,2.0,0.0,-2.77,62.0,672.0,0.997,0.0,0.003,0.2915,0.0,0.99,0.09,0.25,0.15,54385.57,0.76,306.0,301.0,6.66e-05,4.21e-06,0.35,0.52,-0.12,0.04,54386.9,0.65,0.3453,0.0033,0.56,59.67,62.0,0.998,-0.21,55.0,0.002,-0.538,2.0,0.0,-1.99,62.0,780.0,0.997,0.001,0.001,0.2403,0.0687,1.03,0.1,0.47,0.38,54384.96,0.85,303.0,301.0,1.2376565681192312e+18,328.884003,-0.371785,0.99,1.32,0.276,0.0787,0.2927,0.1225,22.13,0.438,21.729,0.119,21.016,0.083,21.058,0.115,20.66,0.33,9.59,9.48,9.74,-10.01,-10.13,-9.94,2.42,1.84,3.64,0.54,9.39,9.04,9.57,0.04,-0.01,0.7,0.48,0.08,0.64,0.67,,2.3999999999068677,True,unknown,0.0165,20.683457928386538
pW5,15132,2454024.5,5152.114653644722,5619.8316881707615,9173.421369074074,0.0,241.74451444236664,77.86707545900799,0.0,4.068775020840539,4.510581540858977e-16,0.0,2.7130463363821583e-17,0,0,,-2.3999999999068677,unknown,329.700233,0.197686,16,2006jt,SNIa,19.8,54028.2,15,2,1,0.154382,1.6e-05,0.153037,1.6e-05,0.000287,9.9e-06,1.06,0.17,-0.13,0.02,54026.4,0.02,39.44,0.18,0.802,52.43,62.0,-0.37,0.05,-0.09,0.06,54024.6,0.21,39.71,0.08,0.729,58.6,66.0,1.0,-0.0255,63.0,0.0,-72.5,2.0,0.0,-86.9,63.0,75.0,0.96,0.0,0.04,0.1535,0.0,0.92,0.03,-0.25,0.06,54025.8,0.29,306.0,301.0,0.000281,1.02e-05,0.99,0.2,-0.12,0.03,54026.2,1.14,0.1419,0.0283,0.646,72.76,78.0,1.0,-0.01,63.0,0.0,-44.0,2.0,0.0,-29.4,62.0,71.0,0.986,0.0,0.014,0.1177,0.0141,0.93,0.03,-0.12,0.09,54025.5,0.3,306.0,301.0,1.2376634792571704e+18,329.699951,0.19878,4.07,1.97,0.0475,0.0743,0.0458,0.0302,20.318,0.167,19.526,0.034,19.371,0.044,19.164,0.051,20.561,0.742,11.22,-99.0,9.51,-10.05,-10.05,-10.05,7.59,0.0,2.67,6.71,8.9,8.2,9.16,0.12,-0.42,0.43,0.1,0.01,0.23,6.62,,2.3999999999068677,True,CN,0.06783333333333334,84.0729241221441
pW6,15132,2454024.5,5619.8316881707615,5958.686905102681,7679.786422385888,0.0,2832.3293877774354,8.7347868521908,0.0,3.741331895388426,4.419266599443097e-17,0.0,1.943058573282493e-17,0,0,,-2.3999999999068677,unknown,329.700233,0.197686,16,2006jt,SNIa,19.8,54028.2,15,2,1,0.154382,1.6e-05,0.153037,1.6e-05,0.000287,9.9e-06,1.06,0.17,-0.13,0.02,54026.4,0.02,39.44,0.18,0.802,52.43,62.0,-0.37,0.05,-0.09,0.06,54024.6,0.21,39.71,0.08,0.729,58.6,66.0,1.0,-0.0255,63.0,0.0,-72.5,2.0,0.0,-86.9,63.0,75.0,0.96,0.0,0.04,0.1535,0.0,0.92,0.03,-0.25,0.06,54025.8,0.29,306.0,301.0,0.000281,1.02e-05,0.99,0.2,-0.12,0.03,54026.2,1.14,0.1419,0.0283,0.646,72.76,78.0,1.0,-0.01,63.0,0.0,-44.0,2.0,0.0,-29.4,62.0,71.0,0.986,0.0,0.014,0.1177,0.0141,0.93,0.03,-0.12,0.09,54025.5,0.3,306.0,301.0,1.2376634792571704e+18,329.699951,0.19878,4.07,1.97,0.0475,0.0743,0.0458,0.0302,20.318,0.167,19.526,0.034,19.371,0.044,19.164,0.051,20.561,0.742,11.22,-99.0,9.51,-10.05,-10.05,-10.05,7.59,0.0,2.67,6.71,8.9,8.2,9.16,0.12,-0.42,0.43,0.1,0.01,0.23,6.62,,2.3999999999068677,True,CN,0.06783333333333334,84.0729241221441
pW7,15132,2454024.5,5958.686905102681,6306.047969864714,11179.50239569792,0.0,24.45800945998927,81.32125684542262,0.0,2.0661625763964007,3.539532161945797e-16,0.0,1.1871010476941224e-17,0,0,,-2.3999999999068677,unknown,329.700233,0.197686,16,2006jt,SNIa,19.8,54028.2,15,2,1,0.154382,1.6e-05,0.153037,1.6e-05,0.000287,9.9e-06,1.06,0.17,-0.13,0.02,54026.4,0.02,39.44,0.18,0.802,52.43,62.0,-0.37,0.05,-0.09,0.06,54024.6,0.21,39.71,0.08,0.729,58.6,66.0,1.0,-0.0255,63.0,0.0,-72.5,2.0,0.0,-86.9,63.0,75.0,0.96,0.0,0.04,0.1535,0.0,0.92,0.03,-0.25,0.06,54025.8,0.29,306.0,301.0,0.000281,1.02e-05,0.99,0.2,-0.12,0.03,54026.2,1.14,0.1419,0.0283,0.646,72.76,78.0,1.0,-0.01,63.0,0.0,-44.0,2.0,0.0,-29.4,62.0,71.0,0.986,0.0,0.014,0.1177,0.0141,0.93,0.03,-0.12,0.09,54025.5,0.3,306.0,301.0,1.2376634792571704e+18,329.699951,0.19878,4.07,1.97,0.0475,0.0743,0.0458,0.0302,20.318,0.167,19.526,0.034,19.371,0.044,19.164,0.051,20.561,0.742,11.22,-99.0,9.51,-10.05,-10.05,-10.05,7.59,0.0,2.67,6.71,8.9,8.2,9.16,0.12,-0.42,0.43,0.1,0.01,0.23,6.62,,2.3999999999068677,True,CN,0.06783333333333334,84.0729241221441
pW1,19027,2454389.5,3638.656191137107,3957.755031228313,12914.94105038761,0.0,116.12187094599943,86.91792788625588,0.0,2.4347895030096893,2.145206710416072,0.0,0.08383768609577351,0,0,,2.3999999999068677,unknown,328.884178,-0.371996,7,2007my,SNIa,21.3,54385.2,7,1,0,0.292633,1.3e-05,0.291136,1.3e-05,6.63e-05,4.42e-06,0.46,0.53,-0.0,0.05,54386.6,0.97,40.54,0.23,0.331,53.79,50.0,-0.12,0.16,0.27,0.14,54385.8,0.84,40.6,0.17,0.592,47.06,50.0,1.0,-0.222,55.0,0.0,-2.21,2.0,0.0,-2.77,62.0,672.0,0.997,0.0,0.003,0.2915,0.0,0.99,0.09,0.25,0.15,54385.57,0.76,306.0,301.0,6.66e-05,4.21e-06,0.35,0.52,-0.12,0.04,54386.9,0.65,0.3453,0.0033,0.56,59.67,62.0,0.998,-0.21,55.0,0.002,-0.538,2.0,0.0,-1.99,62.0,780.0,0.997,0.001,0.001,0.2403,0.0687,1.03,0.1,0.47,0.38,54384.96,0.85,303.0,301.0,1.2376565681192312e+18,328.884003,-0.371785,0.99,1.32,0.276,0.0787,0.2927,0.1225,22.13,0.438,21.729,0.119,21.016,0.083,21.058,0.115,20.66,0.33,9.59,9.48,9.74,-10.01,-10.13,-9.94,2.42,1.84,3.64,0.54,9.39,9.04,9.57,0.04,-0.01,0.7,0.48,0.08,0.64,0.67,,2.3999999999068677,True,unknown,0.0165,20.683457928386538
pW2,19027,2454389.5,3957.755031228313,4084.774957866561,7705.555878227533,0.0,383.6170329153698,9.725479158964248,0.0,0.855508173682624,0.2486076196810734,0.0,0.02351556472665789,0,0,,2.3999999999068677,unknown,328.884178,-0.371996,7,2007my,SNIa,21.3,54385.2,7,1,0,0.292633,1.3e-05,0.291136,1.3e-05,6.63e-05,4.42e-06,0.46,0.53,-0.0,0.05,54386.6,0.97,40.54,0.23,0.331,53.79,50.0,-0.12,0.16,0.27,0.14,54385.8,0.84,40.6,0.17,0.592,47.06,50.0,1.0,-0.222,55.0,0.0,-2.21,2.0,0.0,-2.77,62.0,672.0,0.997,0.0,0.003,0.2915,0.0,0.99,0.09,0.25,0.15,54385.57,0.76,306.0,301.0,6.66e-05,4.21e-06,0.35,0.52,-0.12,0.04,54386.9,0.65,0.3453,0.0033,0.56,59.67,62.0,0.998,-0.21,55.0,0.002,-0.538,2.0,0.0,-1.99,62.0,780.0,0.997,0.001,0.001,0.2403,0.0687,1.03,0.1,0.47,0.38,54384.96,0.85,303.0,301.0,1.2376565681192312e+18,328.884003,-0.371785,0.99,1.32,0.276,0.0787,0.2927,0.1225,22.13,0.438,21.729,0.119,21.016,0.083,21.058,0.115,20.66,0.33,9.59,9.48,9.74,-10.01,-10.13,-9.94,2.42,1.84,3.64,0.54,9.39,9.04,9.57,0.04,-0.01,0.7,0.48,0.08,0.64,0.67,,2.3999999999068677,True,unknown,0.0165,20.683457928386538
